0,1,2,3,4,5,6,7,8,9,10,11,12,13
POLS,1101,15340,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
CHEM,1211,20784,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PERS,2001,17322,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHEM,1151,16214,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHEM,1212,20812,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHEM,1212,20811,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PERS,2001,21553,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHEM,4600,14575,403,Biochemistry,Required,"Used $201.60, Digital $107.99, Used $360.00,",Edition: 9th,ISBN: 9781319114671,Author: Berg,Publisher: W. H. Freeman & Company,"Formats: Hardcover, BryteWave Format",Copyright Year: 2019,Publication Date: TBD
CHEM,4600,14575,403,Biochemistry Loose Leaf,Required,"Digital $107.99, Used $166.50, New $221.75,",Edition: 9th,ISBN: 9781319114800,Author: Berg,Publisher: W. H. Freeman & Company,"Formats: Loose-Leaf, BryteWave Format",Copyright Year: 2019,Publication Date: TBD
CHEM,4600,14575,403,Student Companion for Biochemistry,Required,"New $110.50,",Edition: 8th,ISBN: 9781464188039,Author: Berg,Publisher: W. H. Freeman & Company,Formats: PAPERBACK,Copyright Year: 2015,Publication Date: TBD
CHEM,1211,20782,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,1101,14502,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
CHEM,2410,16454,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHEM,1212,20813,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHEM,1152,17683,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHEM,2400,12444,403,NO BOOKS FOR COURSE,,,,,,,,,
CHEM,2410,13669,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NUTR,2100,16826,403,Top Hat Classroom-One Semester,Required,"Digital $35.25,",ISBN: 9780986615108,Author: Hat,Publisher: Top Hat Monocle,Formats: BryteWave Format,Publication Date: TBD,,
NUTR,2100,16826,403,Understanding Nutrition,Recommended,"Used $115.19, Digital $50.99, Digital $69.99, Used $205.75, New $274.25, Digital $88.99,",Edition: 16th,ISBN: 9780357447512,Author: Whitney,Publisher: Cengage Learning,"Formats: Hardcover, BryteWave Format",Copyright Year: 2022,Publication Date: TBD
BIOL,1103,20694,403,"Modified Mastering Biology with eText Electronic Access Code for Biology: Science for Life with Physiology, 6e, for GEORGIA STATE UNIVERSITY",Required,"Digital $66.75,",ISBN: 9780138304577,Author: Solutions,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
BIOL,1103,20692,403,"Modified Mastering Biology with eText Electronic Access Code for Biology: Science for Life with Physiology, 6e, for GEORGIA STATE UNIVERSITY",Required,"Digital $66.75,",ISBN: 9780138304577,Author: Solutions,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
CHEM,1211,20766,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,1101,10350,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
NURS,3530,19437,403,Brunner & Suddarth's Medical-Surgical Nursing (CoursePoint+ Enhanced Access Card),Required,"New $319.99,",Edition: 15th,ISBN: 9781975186777,Author: Hinkle,Publisher: LIPPINCOTT WILLIAMS & WILKINS,,Copyright Year: 2021,Publication Date: TBD
CPS,3200,11462,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ACCT,2102,15714,403,GEORGIA STATE UNIVERSITY ACCT 2101,Required,"Digital $96.00,",Edition: 9th,ISBN: 9781266245626,Author: Wild,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2100,11759,403,Intro to the Global Economy (Access code Pak),Required,"New $123.00,",Edition: 3rd,ISBN: 9781792462061,Author: Kagundu,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2021,Publication Date: TBD
ECON,2100,10505,403,Intro to the Global Economy (Access code Pak),Required,"New $123.00,",Edition: 3rd,ISBN: 9781792462061,Author: Kagundu,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2021,Publication Date: TBD
ECON,2105,16424,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,16424,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
FI,3300,10194,403,Lectures in Corporate Finance (w/Webcom Access),Required,"New $152.81,",Edition: 6th,ISBN: 9781465201478,Author: Kale,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2013,Publication Date: TBD
ECON,2106,11244,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2106,11244,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,12699,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,12699,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,18284,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,18284,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2100,10504,403,Intro to the Global Economy (Access code Pak),Required,"New $123.00,",Edition: 3rd,ISBN: 9781792462061,Author: Kagundu,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2021,Publication Date: TBD
BIOL,4960,18569,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NURS,2010,10845,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ECON,2106,15391,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2106,15391,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,10522,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,10522,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
CPS,3200,13833,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,2108,15591,403,"Modified Mastering Biology with eText Electronic Access Code for Campbell Biology in Focus, 3e, 6-Month TBA, for GEORGIA STATE UNIVERSITY",Required,"Digital $85.50,",ISBN: 9780138263270,Author: Education,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
CRJU,2200,14344,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ACCT,2101,15509,403,Top Hat Classroom-One Semester,Required,"Digital $35.25,",ISBN: 9780986615108,Author: Hat,Publisher: Top Hat Monocle,Formats: BryteWave Format,Publication Date: TBD,,
ACCT,2101,15509,403,GEORGIA STATE UNIVERSITY ACCT 2101-2102,Required,"Digital $170.75,",Edition: 9th,ISBN: 9781264929467,Author: Wild,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ACCT,2101,15509,403,GEORGIA STATE UNIVERSITY ACCT 2101,Required,"Digital $96.00,",Edition: 9th,ISBN: 9781266245626,Author: Wild,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,18285,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,18285,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,11760,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2105,11760,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2106,15390,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2106,15390,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
MUA,1500,15887,403,Jazz History Overview Ebook,Required,"New $106.25,",ISBN: 9781792436598,Author: Vernick,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2007,Publication Date: TBD,
MUA,1500,15887,403,Jazz History Overview,Required,"Used $63.90, Used $120.00, New $159.76,",Edition: 2nd,ISBN: 9780757538643,Author: Vernick,Publisher: Kendall Hunt Publishing Company,Formats: PAPERBACK,Copyright Year: 2007,Publication Date: TBD
ECON,2106,14933,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2106,14933,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
BIOL,1104,20720,403,Modified Mastering Biology with eText Student Access Code for Biology: Science for Life for GEORGIA STATE UNIVERSITY,Required,"Digital $66.75,",ISBN: 9780135436240,Author: Education,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
BIOL,1104,20721,403,Modified Mastering Biology with eText Student Access Code for Biology: Science for Life for GEORGIA STATE UNIVERSITY,Required,"Digital $66.75,",ISBN: 9780135436240,Author: Education,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
MGT,3400,10890,403,GEORGIA STATE UNIVERSITY MGT 3400,Required,"Digital $53.50,",Edition: 8th,ISBN: 9781265490317,Author: Colquitt,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
ANTH,1102,12256,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHIL,2010,15604,403,Musings on Big Questions,Required,"New $75.00,",ISBN: 9781684780259,Author: Jaconbson,Publisher: Great River Learning,,Copyright Year: 2022,Publication Date: TBD,
POLS,1101,18230,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
GEOL,1121,17069,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
THEA,2040,15110,403,Art of Theatre Then & Now (w/out Access Code),Required,"Used $86.21, New $153.94, Digital $50.99, Digital $69.99, Used $154.00, New $205.25, Digital $89.23,",Edition: 4th,ISBN: 9781305954700,Author: Downs,Publisher: Cengage Learning,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2017,Publication Date: TBD
CIS,3980,19073,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NURS,3810,12022,403,Psychiatric Nursing,Required,"Used $96.00, New $127.99,",Edition: 7th,ISBN: 9781975161187,Author: Boyd,Publisher: Wolters Kluwer Health / Lippincott Williams & Wilkins,Formats: PAPERBACK,Copyright Year: 2022,Publication Date: TBD
NURS,3810,12022,403,Publication Manual of APA,Required,"Used $19.80, New $33.74, Digital $31.99, Used $33.75, New $44.99, Digital $35.99,",Edition: 7th,ISBN: 9781433832178,Author: American Psychological Association,Publisher: American Psychological Association,"Formats: Spiral, BryteWave Format",Copyright Year: 2019,Publication Date: TBD
ASTR,1000,14135,403,NO BOOKS FOR COURSE,,,,,,,,,
PERS,2001,15904,403,Food & Culture,Required,"Used $115.19, New $219.40, Digital $50.99, Digital $69.99, Used $205.75, New $274.25, Digital $88.99,",Edition: 7th,ISBN: 9781305628052,Author: Kittler,Publisher: Cengage Learning,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2016,Publication Date: TBD
MATH,1401,15642,403,"Elementary Statistics, Online only (GSU Main Campus)",Required,"Digital $40.00,",Edition: 2nd,ISBN: 9781954152175,Author: Open Learning Initiative,Publisher: Open Learning Initiative/Carnegie Mellon Univ,Formats: Adobe Ebook Reader,Copyright Year: 2020,Publication Date: TBD
MATH,1401,15634,403,"Elementary Statistics, Online only (GSU Main Campus)",Required,"Digital $40.00,",Edition: 2nd,ISBN: 9781954152175,Author: Open Learning Initiative,Publisher: Open Learning Initiative/Carnegie Mellon Univ,Formats: Adobe Ebook Reader,Copyright Year: 2020,Publication Date: TBD
MATH,1401,16669,403,"Elementary Statistics, Online only (GSU Main Campus)",Required,"Digital $40.00,",Edition: 2nd,ISBN: 9781954152175,Author: Open Learning Initiative,Publisher: Open Learning Initiative/Carnegie Mellon Univ,Formats: Adobe Ebook Reader,Copyright Year: 2020,Publication Date: TBD
MATH,1401,15636,403,"Elementary Statistics, Face-to-Face (GSU Main Campus)",Required,"Digital $40.00,",Edition: 2nd,ISBN: 9781954152168,Author: Open Learning Initiative,Publisher: Open Learning Initiative/Carnegie Mellon Univ,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
MATH,1401,15637,403,"Elementary Statistics, Face-to-Face (GSU Main Campus)",Required,"Digital $40.00,",Edition: 2nd,ISBN: 9781954152168,Author: Open Learning Initiative,Publisher: Open Learning Initiative/Carnegie Mellon Univ,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
MATH,1401,15633,403,"Elementary Statistics, Online only (GSU Main Campus)",Required,"Digital $40.00,",Edition: 2nd,ISBN: 9781954152175,Author: Open Learning Initiative,Publisher: Open Learning Initiative/Carnegie Mellon Univ,Formats: Adobe Ebook Reader,Copyright Year: 2020,Publication Date: TBD
MATH,1401,15641,403,"Elementary Statistics, Face-to-Face (GSU Main Campus)",Required,"Digital $40.00,",Edition: 2nd,ISBN: 9781954152168,Author: Open Learning Initiative,Publisher: Open Learning Initiative/Carnegie Mellon Univ,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
CPS,3500,14405,403,Stress Management for Life,Required,"Used $65.60, Digital $50.99, Digital $69.99, Used $123.00, New $164.00, Digital $88.99,",Edition: 5th,ISBN: 9780357363966,Author: Olpin,Publisher: Cengage Learning,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2021,Publication Date: TBD
PSYC,1101,10365,403,Introduction to Psychology: Lumen One,Required,"Digital $39.38,",ISBN: 9781640873926,Author: Lumen Learning,"Publisher: Lumen, Inc.",Formats: TXT,Copyright Year: 2023,Publication Date: TBD,
CSC,4352,21668,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GEOG,1113,19229,403,"Free ""Open Educational Resources"" are required for this course. Please see your Instructor.",,,,,,,,,
GEOG,1113,16984,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,1401,15638,403,"Elementary Statistics, Face-to-Face (GSU Main Campus)",Required,"Digital $40.00,",Edition: 2nd,ISBN: 9781954152168,Author: Open Learning Initiative,Publisher: Open Learning Initiative/Carnegie Mellon Univ,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
CHEM,1212,22000,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GEOL,1122,17079,403,NO BOOKS FOR COURSE,,,,,,,,,
BIOL,2107,15996,403,"Modified Mastering Biology with eText Electronic Access Code for Campbell Biology in Focus, 3e, 6-Month TBA, for GEORGIA STATE UNIVERSITY",Required,"Digital $85.50,",ISBN: 9780138263270,Author: Education,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
CSC,3350,19288,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,2260,17597,403,NESTER'S MICROBIOLOGY (LL)(w/CONNECT ACCESS CARD),Required,"New $228.25,",Edition: 10th,ISBN: 9781266359330,Author: Anderson,Publisher: McGraw-Hill,,Publication Date: TBD,
BIOL,2260,17597,403,"LSC (GEORGIA STATE UNIVERSITY) BIOL 2300/2310: REDSHELF Connect for Nester's Microbiology: A Human Perspective, 180 Day Access ENTRP",Required,"Digital $126.75,",ISBN: 9781264547937,Author: Anderson,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Publication Date: TBD,,
FI,4090,15182,403,NO BOOKS FOR COURSE,,,,,,,,,
BIOL,2260,12606,403,NESTER'S MICROBIOLOGY (LL)(w/CONNECT ACCESS CARD),Required,"New $228.25,",Edition: 10th,ISBN: 9781266359330,Author: Anderson,Publisher: McGraw-Hill,,Publication Date: TBD,
BIOL,2260,12606,403,"LSC (GEORGIA STATE UNIVERSITY) BIOL 2300/2310: REDSHELF Connect for Nester's Microbiology: A Human Perspective, 180 Day Access ENTRP",Required,"Digital $126.75,",ISBN: 9781264547937,Author: Anderson,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Publication Date: TBD,,
BIOL,2260,11129,403,NESTER'S MICROBIOLOGY (LL)(w/CONNECT ACCESS CARD),Required,"New $228.25,",Edition: 10th,ISBN: 9781266359330,Author: Anderson,Publisher: McGraw-Hill,,Publication Date: TBD,
BIOL,2260,11129,403,"LSC (GEORGIA STATE UNIVERSITY) BIOL 2300/2310: REDSHELF Connect for Nester's Microbiology: A Human Perspective, 180 Day Access ENTRP",Required,"Digital $126.75,",ISBN: 9781264547937,Author: Anderson,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Publication Date: TBD,,
ECON,2106,15432,403,"Free ""Open Educational Resources"" are required for this course. Please see your Instructor.",,,,,,,,,
CPS,3300,11463,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,1113,10525,403,MyLab Math with Pearson eText -- Access Card -- for College Algebra and Trigonometry (18-Weeks),Required,"Digital $120.00,",Edition: 7th,ISBN: 9780135923221,Author: Daniels,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1113,10525,403,MyLab Math with Pearson eText Access Code (18 Weeks) for College Algebra and Trigonometry,Required,"Digital $120.00,",Edition: 7th,ISBN: 9780135923221,Author: Lial,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
CSC,3350,19287,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CNHP,4010,19355,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,2030,15374,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,1101,16503,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
PSYC,2030,15082,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ECON,2106,15388,403,Georgia State University ECON 2105 Principles of Economics,Required Choose Only 0 of 2,"Digital $53.50,",Edition: 3rd,ISBN: 9781265679767,Author: Asarta,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
ECON,2106,15388,403,GSU ECON 2105/2106 (360 days),Required Choose Only 0 of 2,"Digital $90.00,",Edition: 3rd,ISBN: 9781266909542,Author: ASARTA,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
MATH,1111,10251,403,MyLab Math with Pearson eText Access Code (24 months) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 5th,ISBN: 9780138120870,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
MATH,1111,10251,403,MyLab Math with Pearson eText Access Code (18 weeks) for College Algebra: Concepts Through Functions,Required Choose Only 1 of 3,"Digital $186.75,",Edition: 5th,ISBN: 9780138120924,Author: Sullivan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
