0,1,2,3,4,5,6,7,8,9,10,11,12,13
CRJU,4405,92092,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHYS,1112K,84874,403,Coll Phys V2 (w/Modified Mastering Access code & Wkbk) revised,Required Choose Only 1 of 3,"New $283.50,",Edition: 4th,ISBN: 9780135434277,Author: Knight,Publisher: Pearson Learning Solutions,,Copyright Year: 2018,Publication Date: TBD
PHYS,1112K,84874,403,Modified Mastering Physics with Pearson eText -- Standalone Access Card -- for College Physics: A Strategic Approach,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 4th,ISBN: 9780134724744,Author: Knight,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
PHYS,1112K,84874,403,Modified Mastering for College Physics w/Wkbk (CUSTOM),Required Choose Only 1 of 3,"New $236.25,",ISBN: 9780135320143,Author: Knight,Publisher: Pearson Learning Solutions,,Copyright Year: 2018,Publication Date: TBD,
PSYC,4040,80341,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
FLME,1010,93005,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHEM,3400,86522,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CSC,4520,84365,403,NO BOOKS FOR COURSE,,,,,,,,,
SOCI,1101,86686,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
POLS,1101,89982,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
MUS,1063,82143,403,NO BOOKS FOR COURSE,,,,,,,,,
SOCI,1101,85172,403,Sociology in Action,Required,"Used $60.40, Digital $57.38, Digital $64.55, Digital $71.73, Used $113.25, New $151.00, Digital $104.00,",Edition: 3rd,ISBN: 9781071862308,Author: Korgen,"Publisher: Sage Publications, Incorporated","Formats: PAPERBACK, BryteWave Format",Copyright Year: 2023,Publication Date: TBD
SOCI,1101,82320,403,Sociology in Action,Required,"Used $60.40, Digital $57.38, Digital $64.55, Digital $71.73, Used $113.25, New $151.00, Digital $104.00,",Edition: 3rd,ISBN: 9781071862308,Author: Korgen,"Publisher: Sage Publications, Incorporated","Formats: PAPERBACK, BryteWave Format",Copyright Year: 2023,Publication Date: TBD
ENVS,1402,88942,403,Course Materials are being finalized. Check back soon for updates.,,,,,,,,,
AAS,1142,92309,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CNHP,3500,91141,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHYS,1111K,82324,403,Modified Mastering Physics with Pearson eText -- Standalone Access Card -- for College Physics: A Strategic Approach,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 4th,ISBN: 9780134724744,Author: Knight,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
PHYS,1111K,82324,403,Student Wkbk (w/Modified Mastering for Coll Physics),Required Choose Only 1 of 3,"New $236.25,",Edition: 4th,ISBN: 9780135320129,Author: Knight,Publisher: Pearson Learning Solutions,,Copyright Year: 2018,Publication Date: TBD
PHYS,1111K,82324,403,College Physics (Vol 1)(w/ModMastering etext & Wkbk),Required Choose Only 1 of 3,"New $307.25,",Edition: 4th,ISBN: 9780135222676,Author: Knight,Publisher: Pearson,,Publication Date: TBD,
HIST,2110,89778,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MK,4305,85497,403,Social Media Marketing,Required,"New $87.00,",Edition: 4th,ISBN: 9781529731989,Author: Tuten,"Publisher: Sage Publications, Incorporated",Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
MK,4305,85497,403,WordPress SEO Success,Required,"New $47.25, Digital $19.50,",ISBN: 9780789752888,Author: Aull,Publisher: Pearson,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2014,Publication Date: TBD,
MK,4305,85497,403,WordPress SEO Success,Required,"Digital $41.75,",ISBN: 9780133804775,Author: Aull,Publisher: Pearson Higher Educ & Prof Group,Formats: BryteWave Format,Publication Date: TBD,,
BIOL,3840,81505,403,Integrated Principles of Zoology,Required,"Digital $65.00,",Edition: 19th,ISBN: 9781266579769,Author: Hickman,Publisher: McGraw-Hill,Formats: BryteWave Format,Publication Date: TBD,
CSC,4351,92701,403,NO BOOKS FOR COURSE,,,,,,,,,
PHYS,1111K,81149,403,Modified Mastering Physics with Pearson eText -- Standalone Access Card -- for College Physics: A Strategic Approach,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 4th,ISBN: 9780134724744,Author: Knight,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
PHYS,1111K,81149,403,College Physics (Vol 1)(w/ModMastering etext & Wkbk),Required Choose Only 1 of 3,"New $307.25,",Edition: 4th,ISBN: 9780135222676,Author: Knight,Publisher: Pearson,,Publication Date: TBD,
PHYS,1111K,81149,403,Student Wkbk (w/Modified Mastering for Coll Physics),Required Choose Only 1 of 3,"New $236.25,",Edition: 4th,ISBN: 9780135320129,Author: Knight,Publisher: Pearson Learning Solutions,,Copyright Year: 2018,Publication Date: TBD
CSC,4370,83081,403,Course Materials are being finalized. Check back soon for updates.,,,,,,,,,
LAW,7080E,90797,403,Contracts for the Film & Television Industry,Required,"New $45.00,",Edition: 3rd,ISBN: 9781935247074,Author: Litwak,Publisher: Silman-James Press,Formats: PAPERBACK,Copyright Year: 2012,Publication Date: TBD
LAW,7080E,90797,403,Dealmaking in the Film & Television Industry,Required,"New $37.95,",Edition: 4th,ISBN: 9781935247166,Author: Litwak,Publisher: SILMAN JAMES PRESS,,Copyright Year: 2017,Publication Date: TBD
CSC,4360,90964,403,NO BOOKS FOR COURSE,,,,,,,,,
GEOG,1113,87175,403,Modified Mastering Geography with Pearson eText -- Standalone Access Card -- for Geosystems: An Introduction to Physical Geography,Required Choose Only 1 of 2,"Digital $126.75,",Edition: 10th,ISBN: 9780134642536,Author: Birkeland,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
GEOG,1113,87175,403,Geosystems (LoosePgs)(w/ModMasteringGeography Access),Required Choose Only 1 of 2,"New $236.25,",Edition: 10th,ISBN: 9780134784335,Author: Christopherson,Publisher: Pearson,,Copyright Year: 2018,Publication Date: TBD
PSYC,4400,87876,403,Abnormal Child Psychology,Required,"Used $99.96, New $154.70, Used $178.50, New $238.00,",Edition: 7th,ISBN: 9781337624268,Author: Mash,Publisher: Cengage Learning,Formats: Hardcover,Copyright Year: 2019,Publication Date: TBD
IFI,8410,87953,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CIS,3001,89272,403,Information Technology Project Management,Required,"Used $70.88, New $126.56, Digital $39.04, Used $126.75, New $168.75, Digital $92.95,",Edition: 5th,ISBN: 9781118911013,Author: Marchewka,"Publisher: John Wiley & Sons, Incorporated","Formats: PAPERBACK, BryteWave Format",Copyright Year: 2015,Publication Date: TBD
SCOM,1000,85602,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
SCOM,1000,85286,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
SCOM,1000,83537,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
PSYC,4560,89988,403,Animal Behavior,Required,"Digital $64.99,",Edition: 12th,ISBN: 9780197559086,Author: Rubenstein,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Formats: BryteWave Format,Publication Date: TBD,
PSYC,4560,89988,403,Animal Behavior,Required,"New $129.99,",Edition: 12th,ISBN: 9780197573822,Author: Rubenstein,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Formats: PAPERBACK,Publication Date: TBD,
ECON,4810,82071,403,International Macroeconomics,Required,"Used $251.25, New $334.75,",Edition: 5th,ISBN: 9781319218423,Author: Feenstra,"Publisher: Worth Publishers, Incorporated",Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
CIS,3260,86685,403,3rd Edition: Revel for Introduction to Python Programming and Data Structures -- Access Card,Required,"Digital $133.50,",Edition: 3rd,ISBN: 9780137621361,Author: Liang,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
CRJU,3060,87197,403,"Free ""Open Educational Resources"" are required for this course. Please see your Instructor.",,,,,,,,,
SCOM,1000,93001,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
CRJU,3020,88899,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CNHP,7800,83264,403,NO BOOKS FOR COURSE,,,,,,,,,
CRJU,3610,82039,403,NO BOOKS FOR COURSE,,,,,,,,,
CIS,2010,84838,403,GEORGIA STATE UNIVERSITY CIS 2010,Required,"Digital $46.75,",Edition: 10th,ISBN: 9781266836923,Author: Baltzan,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2024,Publication Date: TBD
CIS,3260,92929,403,3rd Edition: Revel for Introduction to Python Programming and Data Structures -- Access Card,Required,"Digital $133.50,",Edition: 3rd,ISBN: 9780137621361,Author: Liang,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
CRJU,2110,83512,403,NO BOOKS FOR COURSE,,,,,,,,,
CIS,2010,85200,403,GEORGIA STATE UNIVERSITY CIS 2010,Required,"Digital $46.75,",Edition: 10th,ISBN: 9781266836923,Author: Baltzan,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2024,Publication Date: TBD
ACCT,4101,92626,403,Connect Online Access for Intermediate Accounting,Required,"Digital $212.75,",Edition: 11th,ISBN: 9781264387144,Author: Spiceland,Publisher: McGraw-Hill,Formats: BryteWave Format,Publication Date: TBD,
ACCT,4101,92626,403,ND GEORGIA STATE UNIVERSITY CONNECT ONLINE ACCESS FOR INTERMEDIATE ACCOUNTING,Required,"Digital $157.50,",Edition: 11th,ISBN: 9781265388911,Author: McGraw-Hill Education,Publisher: McGraw-Hill,Formats: BryteWave Format,Publication Date: TBD,
SCOM,1000,83545,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
MK,3010,87883,403,GEORGIA STATE UNIVERSITY MK 3010,Required,"Digital $81.25,",Edition: 18th,ISBN: 9781265861551,Author: Cannon,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2024,Publication Date: TBD
SOCI,1101,80382,403,Sociology Exploring the Architecture of Everyday Life,Required,"Used $71.00, New $99.40, Used $106.50, New $142.00,",Edition: 14th,ISBN: 9781071849552,Author: Newman,"Publisher: Sage Publications, Incorporated",Formats: PAPERBACK,Copyright Year: 2022,Publication Date: TBD
CSC,4710,84370,403,NO BOOKS FOR COURSE,,,,,,,,,
HADM,3010,85856,403,Introduction to Hospitality,Required,"Used $92.61, New $176.40, Used $165.50, New $220.50,",Edition: 8th,ISBN: 9780135209813,Author: Walker,Publisher: Pearson,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
MK,8200,85187,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHYS,1111K,84529,403,College Physics (Vol 1)(w/ModMastering etext & Wkbk),Required Choose Only 1 of 3,"New $307.25,",Edition: 4th,ISBN: 9780135222676,Author: Knight,Publisher: Pearson,,Publication Date: TBD,
PHYS,1111K,84529,403,Modified Mastering Physics with Pearson eText -- Standalone Access Card -- for College Physics: A Strategic Approach,Required Choose Only 1 of 3,"Digital $200.00,",Edition: 4th,ISBN: 9780134724744,Author: Knight,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
PHYS,1111K,84529,403,Student Wkbk (w/Modified Mastering for Coll Physics),Required Choose Only 1 of 3,"New $236.25,",Edition: 4th,ISBN: 9780135320129,Author: Knight,Publisher: Pearson Learning Solutions,,Copyright Year: 2018,Publication Date: TBD
MK,3010,87882,403,GEORGIA STATE UNIVERSITY MK 3010,Required,"Digital $81.25,",Edition: 18th,ISBN: 9781265861551,Author: Cannon,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2024,Publication Date: TBD
ENVS,1401,90165,403,Environmental Science & Sustainability w/Inquizitive Code,Required,"Used $128.00, New $170.50,",Edition: 2nd,ISBN: 9781324043485,Author: Sherman,Publisher: W. W.Norton Co. Inc,Formats: PAPERBACK,Copyright Year: 2023,Publication Date: TBD
PERS,2002,85885,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CSC,4220,82296,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NURS,7310,81232,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ANTH,1102,87033,403,NO BOOKS FOR COURSE,,,,,,,,,
MGT,3400,87515,403,GEORGIA STATE UNIVERSITY MGT 3400,Required,"Digital $53.50,",Edition: 8th,ISBN: 9781265490317,Author: Colquitt,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
BIOL,3900,81513,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GEOL,1121,88100,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CSC,4222,89487,403,NO BOOKS FOR COURSE,,,,,,,,,
PERS,2001,89353,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CNHP,4200,88501,403,Physical Change & Aging,Required,"Used $46.20, Used $82.50,",Edition: 6th,ISBN: 9780826198648,Author: Saxon,Publisher: Springer Publishing Company,Formats: PAPERBACK,Copyright Year: 2014,Publication Date: TBD
CRJU,3020,86463,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ECON,4500,84228,403,NO BOOKS FOR COURSE,,,,,,,,,
PSYC,4100,82978,403,"MindTap Psychology, 1 term (6 months) Instant Access for Goldstein's Cognitive Psychology: Connecting Mind, Research, and Everyday Experience",Required,"Digital $168.00,",Edition: 5th,ISBN: 9781337408288,Author: Goldstein E. Bruce,Publisher: Cengage Learning,Formats: TXT,Publication Date: TBD,
NURS,4510,82292,403,Community & Public Health Nursing,Required,"Used $53.76, New $102.39, Used $96.00, New $127.99,",Edition: 10th,ISBN: 9781975123048,Author: Rector,Publisher: Wolters Kluwer Health / Lippincott Williams & Wilkins,Formats: PAPERBACK,Copyright Year: 2022,Publication Date: TBD
NURS,3500,92848,403,Understanding Research Methods: An Overview of the Essentials,Required,"Used $86.25, New $115.00,",Edition: 11th,ISBN: 9780367551186,Author: Newhart,Publisher: Routledge,Formats: PAPERBACK,Copyright Year: 2023,Publication Date: TBD
RT,3111,80369,403,Mosby's Respiratory Care Equipment,Required,"Used $50.40, New $77.99, Used $90.00, New $119.99, Digital $114.99,",Edition: 11th,ISBN: 9780323712217,Author: Cairo,Publisher: Elsevier HlthSciences Division,"Formats: PAPERBACK, BryteWave Format",Publication Date: TBD,
RT,3111,80369,403,Egan's Fundamentals of Respiratory Care,Required,"Used $67.62, New $128.79, Used $120.75, New $160.99,",Edition: 12th,ISBN: 9780323811217,Author: Kacmarek,Publisher: Elsevier HlthSciences Division,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
RT,3111,80369,403,Workbook for Egan's Fundamentals of Respiratory Care,Required,"Used $21.20, New $42.39, Used $39.75, New $52.99,",Edition: 12th,ISBN: 9780323553667,Author: Kacmarek,Publisher: Elsevier HlthSciences Division,Formats: PAPERBACK,Publication Date: TBD,
SCOM,1000,90892,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
SCOM,2050,83553,403,GEORGIA STATE UNIVERSITY- SCOM 2050: FOLLETT CUSTOM SITE CCS ECOMM BILLING Connect for Introduction to Mass Communication,Required,"Digital $100.00,",Edition: 12th,ISBN: 9781266454493,Author: Baran,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
SCOM,1000,85822,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
RT,3025,89584,403,Wilkins' Clinical Assessment in Respiratory Care,Required,"Used $76.50, New $101.99, Digital $87.99,",Edition: 9th,ISBN: 9780323696999,Author: Heuer,Publisher: Elsevier HlthSciences Division,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2022,Publication Date: TBD
BIOL,1103,91661,403,"Modified Mastering Biology with eText Electronic Access Code for Biology: Science for Life with Physiology, 6e, for GEORGIA STATE UNIVERSITY",Required,"Digital $66.75,",ISBN: 9780138304577,Author: Solutions,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,,
HIST,2110,89775,403,NO BOOKS FOR COURSE,,,,,,,,,
CIS,3260,92615,403,NO BOOKS FOR COURSE,,,,,,,,,
CSC,4710,81160,403,NO BOOKS FOR COURSE,,,,,,,,,
MATH,2008,83577,403,Mathematics for Elementary Teachers,Required,"Used $103.85, New $185.44, Used $185.50, New $247.25,",Edition: 10th,ISBN: 9780078035654,Author: Bennett,Publisher: McGraw-Hill,Formats: Hardcover,Copyright Year: 2016,Publication Date: TBD
MATH,2008,83577,403,Connect Online Access for Mathematics for Elementary Teachers,Required,"Digital $150.00,",Edition: 10th,ISBN: 9781259299742,Author: Bennett,Publisher: McGraw-Hill,Formats: BryteWave Format,Publication Date: TBD,
CIS,3260,84246,403,NO BOOKS FOR COURSE,,,,,,,,,
LAW,5010,90571,403,Contracts: Making & Doing Deals,Required,"New $296.00,",Edition: 6th,ISBN: 9781636590615,Author: Epstein,Publisher: West Academic,Formats: Hardcover,Copyright Year: 2022,Publication Date: TBD
LAW,5010,90571,403,Selections for Contracts 2023,Recommended,"New $66.00,",ISBN: 9798887860244,Author: Farnsworth,Publisher: West Academic,Formats: PAPERBACK,Copyright Year: 2023,Publication Date: TBD,
CSC,4260,84971,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,2201,87767,403,"MyLab Math with eText Electronic Access Codes for Calculus for the Life Sciences, 2e, for GEORGIA STATE UNIVERSITY",Required,"Digital $126.75,",Edition: 9th,ISBN: 9780135314494,Author: Walker,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
SCOM,1000,89861,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
SCOM,1000,86342,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
CSC,4740,85971,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SOCI,3010,86414,403,NO BOOKS FOR COURSE,,,,,,,,,
SOCI,1101,86861,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SOCI,1101,83056,403,,,,,,,,,,
SCOM,1000,86752,403,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,Required,"Digital $85.00,",Edition: 4th,ISBN: 9781266712623,Author: Floyd,Publisher: McGraw-Hill Higher Education,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
SOCI,1101,86860,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CIS,3001,89241,403,NO BOOKS FOR COURSE,,,,,,,,,
SOCI,1101,85177,403,Intro to Sociology (w/ Inquizitive Access Code),Required,"Used $33.39, Used $59.75, New $79.50,",Edition: 12th,ISBN: 9780393538021,Author: Giddens,Publisher: W. W.Norton Co. Inc,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
CPS,3400,82479,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CSC,4780,85256,403,NO BOOKS FOR COURSE,,,,,,,,,
CNHP,3000,90815,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ACCT,4210,92628,403,MyLab Accounting with Pearson eText -- Access Card -- for Horngren's Cost Accounting,Required,"Digital $160.00,",Edition: 17th,ISBN: 9780135628522,Author: Rajan,Publisher: Pearson,Formats: BryteWave Format,Publication Date: TBD,
FI,8460,90690,403,NO BOOKS FOR COURSE,,,,,,,,,
MGT,3100,84980,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
MGT,3100,84342,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
POLS,4131,84842,403,Constitutional Law for a Changing America,Required,"Used $75.18, New $143.20, Used $134.25, New $179.00,",Edition: 11th,ISBN: 9781544391250,Author: Epstein,Publisher: CQ Press c/o SAGE,Formats: PAPERBACK,Copyright Year: 2021,Publication Date: TBD
MGT,3100,84345,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
MGT,3100,84344,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
MGT,3100,84343,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
POLS,1101,89981,403,Custom Authoring Bundle: Understanding the American Way of Government & Politics,Required,"Digital $75.00,",Edition: 1st,ISBN: 9781774947180,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2022,Publication Date: TBD
MUA,1930,92629,403,Music: Very Short Intro,Required,"Digital $5.19, Digital $5.99, New $12.99, Digital $7.99,",Edition: 2nd,ISBN: 9780198726043,Author: Cook,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,"Formats: PAPERBACK, BryteWave Format",Publication Date: TBD,
MGT,3100,84581,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
MGT,3100,84341,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
HIST,2110,85150,403,NO BOOKS FOR COURSE,,,,,,,,,
MGT,3100,84338,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
MBA,8025,88982,403,Managerial Accounting,Required,"New $196.75,",Edition: 7th,ISBN: 9781618533517,Author: Atkinson,Publisher: Cambridge Business Publishers,Formats: Hardcover,Copyright Year: 2019,Publication Date: TBD
MBA,8025,88982,403,MBA 8025 Financial Reporting & Managerial Control: Course Notes & Cases,Required,"New $28.75,",Author: Paw Print,Publisher: PAW Prints (Formerly known as GSU Copy Corner),,Copyright Year: 2024,Publication Date: TBD,,
MBA,8025,88982,403,Social Norms & the Theory of the Firm,Required,"New $46.99,",ISBN: 9781108437455,Author: Stevens,Publisher: CAMBRIDGE UNIV PRESS.,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD,
MBA,8025,88982,403,Financial Accounting (LL),Required Choose Only 1 of 1,"Digital $51.22, New $175.00, Digital $121.95,",Edition: 11th,ISBN: 9781119745327,Author: Pratt,"Publisher: John Wiley & Sons, Incorporated","Formats: Loose-Leaf, BryteWave Format",Copyright Year: 2020,Publication Date: TBD
MGT,3100,84339,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
CHEM,8800,86832,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHIL,2010,88772,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MGT,3100,84346,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
MGT,3100,84579,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
PERS,2002,92761,403,Bitcoin Standard,Required,"New $29.95, Digital $18.00,",ISBN: 9781119473862,Author: Ammous,"Publisher: John Wiley & Sons, Incorporated","Formats: Hardcover, BryteWave Format",Copyright Year: 2018,Publication Date: TBD,
MGT,3100,88072,403,Business Analysis Using Excel: The Science Behind Informed Decision Making,Required,"New $102.00,",ISBN: 9780999597279,Author: Swenson,Publisher: Conley Smith Publishing,,Copyright Year: 2020,Publication Date: TBD,
NURS,7500,82293,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CMIS,2100,87776,403,NO BOOKS FOR COURSE,,,,,,,,,
POLS,3145,87861,403,Intro to Law & Legal System,Required,"Used $115.19, Used $205.75, New $274.25,",Edition: 11th,ISBN: 9781285438252,Author: Schubert,Publisher: Cengage Learning,Formats: Hardcover,Copyright Year: 2015,Publication Date: TBD
POLS,3145,87861,403,Intro to Law & the Legal System,Required,"Used $205.75, New $274.25,",Edition: 12th,ISBN: 9780357660164,Author: Schubert,Publisher: Cengage Learning,Formats: Hardcover,Copyright Year: 2023,Publication Date: TBD
