0,1,2,3,4,5,6,7,8,9,10,11,12,13
APPR,1002,11882,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APCP,8001,11897,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APBS,8003,11507,403,NO BOOKS FOR COURSE,,,,,,,,,
APBS,8001,11505,403,NO BOOKS FOR COURSE,,,,,,,,,
APPR,1001,11658,403,NO BOOKS FOR COURSE,,,,,,,,,
APTP,4001,14836,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APTP,4001,20675,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ANTH,6980,21954,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APPR,1000,10038,403,NO BOOKS FOR COURSE,,,,,,,,,
ANTH,6980,21847,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ANTH,6980,21844,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ANTH,6060,15199,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APTP,4002,20679,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ID,8930,15548,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APBS,6000,10022,403,NO BOOKS FOR COURSE,,,,,,,,,
PHOT,4980,13369,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SW,4200,14582,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APDB,8004,11551,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APDB,8003,11550,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APDB,8002,11549,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APDB,8001,11548,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHOT,4980,12551,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,8890,21883,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ANTH,8070,15495,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ANTH,8070,18775,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APOB,4001,14758,403,NO BOOKS FOR COURSE,,,,,,,,,
APVA,3001,14850,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APCD,8001,11509,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,4001,12963,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,4001,14911,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,4001,14910,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,4002,12964,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,4002,14915,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,4002,14914,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,4002,11904,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,1000,10049,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,1000,10048,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,1000,10047,403,Audition Success,Required,"Digital $27.12, Digital $32.06, New $36.95, Digital $36.99, Digital $36.99,",ISBN: 9780878301218,Author: Greene,Publisher: Routledge,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2001,Publication Date: TBD,
APVC,1000,10047,403,Sing Legato,Required,"New $4.50,",ISBN: 9780849741524,Author: Jennings,Publisher: Neil A. Kjos Music Company (EMAIL ORDERS),,Publication Date: TBD,,
APVC,1000,10047,403,Nurtured by Love,Required,"Used $10.50, New $13.99,",ISBN: 9780874875843,Author: Suzuki,"Publisher: Alfred Publishing Company, Incorporated",Formats: PAPERBACK,Copyright Year: 1983,Publication Date: TBD,
APVC,1000,10047,403,Anatomy of the Voice,Required,"Used $9.98, New $19.96, Used $18.75, New $24.95,",ISBN: 9781623171971,Author: Dimon,Publisher: North Atlantic Books,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD,
APVC,1000,10047,403,On the Art of Singing,Recommended,"Digital $30.54, Digital $35.24, New $75.00, Digital $46.99,",ISBN: 9780195098259,Author: Miller,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Formats: BryteWave Format,Copyright Year: 1996,Publication Date: TBD,
APJB,4002,11605,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,8950,18936,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,3002,14909,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,4001,14913,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,4001,14912,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,1001,11930,403,Audition Success,Required,"Digital $27.12, Digital $32.06, New $36.95, Digital $36.99, Digital $36.99,",ISBN: 9780878301218,Author: Greene,Publisher: Routledge,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2001,Publication Date: TBD,
APVC,1001,11930,403,On the Art of Singing,Required,"Digital $30.54, Digital $35.24, New $75.00, Digital $46.99,",ISBN: 9780195098259,Author: Miller,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Formats: BryteWave Format,Copyright Year: 1996,Publication Date: TBD,
APVC,1001,11930,403,Anatomy of the Voice,Required,"Used $9.98, New $19.96, Used $18.75, New $24.95,",ISBN: 9781623171971,Author: Dimon,Publisher: North Atlantic Books,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD,
APVC,1001,11930,403,Nurtured by Love,Required,"Used $10.50, New $13.99,",ISBN: 9780874875843,Author: Suzuki,"Publisher: Alfred Publishing Company, Incorporated",Formats: PAPERBACK,Copyright Year: 1983,Publication Date: TBD,
APVC,1001,11930,403,Sing Legato,Required,"New $4.50,",ISBN: 9780849741524,Author: Jennings,Publisher: Neil A. Kjos Music Company (EMAIL ORDERS),,Publication Date: TBD,,
APVC,2002,11807,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,7050,15149,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2002,14862,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,7061,11912,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2002,14863,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2002,14864,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2002,11806,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2002,14865,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2002,14866,403,Audition Success,Required,"Digital $27.12, Digital $32.06, New $36.95, Digital $36.99, Digital $36.99,",ISBN: 9780878301218,Author: Greene,Publisher: Routledge,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2001,Publication Date: TBD,
APVC,2002,14866,403,Sing Legato,Required,"New $4.50,",ISBN: 9780849741524,Author: Jennings,Publisher: Neil A. Kjos Music Company (EMAIL ORDERS),,Publication Date: TBD,,
APVC,2002,14866,403,Anatomy of the Voice,Required,"Used $9.98, New $19.96, Used $18.75, New $24.95,",ISBN: 9781623171971,Author: Dimon,Publisher: North Atlantic Books,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD,
APVC,2002,14866,403,Nurtured by Love,Required,"Used $10.50, New $13.99,",ISBN: 9780874875843,Author: Suzuki,"Publisher: Alfred Publishing Company, Incorporated",Formats: PAPERBACK,Copyright Year: 1983,Publication Date: TBD,
APVC,2002,14866,403,On the Art of Singing,Recommended,"Digital $30.54, Digital $35.24, New $75.00, Digital $46.99,",ISBN: 9780195098259,Author: Miller,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Formats: BryteWave Format,Copyright Year: 1996,Publication Date: TBD,
APVC,2002,14866,403,Adventures in Singing,Recommended,"New $75.00,",Edition: 3rd,ISBN: 9780072978407,Author: Ware,Publisher: McGraw-Hill,Formats: Spiral,Copyright Year: 2004,Publication Date: TBD
APJB,4001,14721,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,3001,14874,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,3001,14875,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SCOM,3690,13174,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,3001,11810,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2001,11803,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2001,11804,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,6640,20867,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,1001,11799,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APJB,4002,14723,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,1001,11800,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,1001,11728,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,1002,11729,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,1002,11802,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,1002,12096,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,6310,18525,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2001,14861,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2001,14860,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2001,14858,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2001,14857,403,Audition Success,Required,"Digital $27.12, Digital $32.06, New $36.95, Digital $36.99, Digital $36.99,",ISBN: 9780878301218,Author: Greene,Publisher: Routledge,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2001,Publication Date: TBD,
APVC,2001,14857,403,Anatomy of the Voice,Required,"Used $9.98, New $19.96, Used $18.75, New $24.95,",ISBN: 9781623171971,Author: Dimon,Publisher: North Atlantic Books,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD,
APVC,2001,14857,403,Sing Legato,Required,"New $4.50,",ISBN: 9780849741524,Author: Jennings,Publisher: Neil A. Kjos Music Company (EMAIL ORDERS),,Publication Date: TBD,,
APVC,2001,14857,403,Nurtured by Love,Required,"Used $10.50, New $13.99,",ISBN: 9780874875843,Author: Suzuki,"Publisher: Alfred Publishing Company, Incorporated",Formats: PAPERBACK,Copyright Year: 1983,Publication Date: TBD,
APVC,2001,14857,403,On the Art of Singing,Recommended,"Digital $30.54, Digital $35.24, New $75.00, Digital $46.99,",ISBN: 9780195098259,Author: Miller,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Formats: BryteWave Format,Copyright Year: 1996,Publication Date: TBD,
APVC,2001,11931,403,Nurtured by Love,Required,"Used $10.50, New $13.99,",ISBN: 9780874875843,Author: Suzuki,"Publisher: Alfred Publishing Company, Incorporated",Formats: PAPERBACK,Copyright Year: 1983,Publication Date: TBD,
APVC,2001,11931,403,Anatomy of the Voice,Required,"Used $9.98, New $19.96, Used $18.75, New $24.95,",ISBN: 9781623171971,Author: Dimon,Publisher: North Atlantic Books,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD,
APVC,2001,11931,403,Audition Success,Required,"Digital $27.12, Digital $32.06, New $36.95, Digital $36.99, Digital $36.99,",ISBN: 9780878301218,Author: Greene,Publisher: Routledge,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2001,Publication Date: TBD,
APVC,2001,11931,403,Sing Legato,Required,"New $4.50,",ISBN: 9780849741524,Author: Jennings,Publisher: Neil A. Kjos Music Company (EMAIL ORDERS),,Publication Date: TBD,,
APVC,2001,11931,403,On the Art of Singing,Recommended,"Digital $30.54, Digital $35.24, New $75.00, Digital $46.99,",ISBN: 9780195098259,Author: Miller,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Formats: BryteWave Format,Copyright Year: 1996,Publication Date: TBD,
APVC,2001,11730,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVC,2001,11805,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVA,3001,14851,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APOB,1001,11634,403,NO BOOKS FOR COURSE,,,,,,,,,
AL,4999,12317,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
AL,4999,17873,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVA,4001,14854,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVA,4001,11722,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVA,4001,14855,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVA,4002,11723,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVA,4002,14856,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SOCI,4999,20193,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APJG,4002,14732,403,NO BOOKS FOR COURSE,,,,,,,,,
APJG,4002,11617,403,NO BOOKS FOR COURSE,,,,,,,,,
APJG,4001,11616,403,NO BOOKS FOR COURSE,,,,,,,,,
APJG,4001,14730,403,NO BOOKS FOR COURSE,,,,,,,,,
APJG,4001,14731,403,NO BOOKS FOR COURSE,,,,,,,,,
APJG,3002,11615,403,NO BOOKS FOR COURSE,,,,,,,,,
APJG,3002,14728,403,NO BOOKS FOR COURSE,,,,,,,,,
APOB,1000,10032,403,NO BOOKS FOR COURSE,,,,,,,,,
APOB,1002,11635,403,NO BOOKS FOR COURSE,,,,,,,,,
APJG,3001,11614,403,NO BOOKS FOR COURSE,,,,,,,,,
APOB,2001,14751,403,NO BOOKS FOR COURSE,,,,,,,,,
APVA,3001,11720,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APOB,3002,14755,403,NO BOOKS FOR COURSE,,,,,,,,,
APVA,3002,14853,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APOB,3002,14756,403,NO BOOKS FOR COURSE,,,,,,,,,
APOB,3001,14754,403,NO BOOKS FOR COURSE,,,,,,,,,
APOB,3001,11638,403,NO BOOKS FOR COURSE,,,,,,,,,
APOB,3001,14753,403,NO BOOKS FOR COURSE,,,,,,,,,
APVA,3002,14852,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVA,3002,11721,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APOB,2002,11637,403,NO BOOKS FOR COURSE,,,,,,,,,
APOB,2002,14752,403,NO BOOKS FOR COURSE,,,,,,,,,
APOB,2001,11636,403,NO BOOKS FOR COURSE,,,,,,,,,
SOCI,3390,22304,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APJG,3002,14729,403,NO BOOKS FOR COURSE,,,,,,,,,
APJG,3001,14726,403,NO BOOKS FOR COURSE,,,,,,,,,
APJG,2001,11612,403,NO BOOKS FOR COURSE,,,,,,,,,
MATH,8230,22489,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,3001,14903,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,3001,14902,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,3001,11901,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APJG,1002,11611,403,NO BOOKS FOR COURSE,,,,,,,,,
APVL,3001,12961,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APVL,3002,14907,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APJG,1001,11610,403,NO BOOKS FOR COURSE,,,,,,,,,
APVL,3002,14906,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
APJG,1000,10028,403,NO BOOKS FOR COURSE,,,,,,,,,
